id;acc01;aff01;aff02;aff03;co01;co02;co03;co04;co05;co06;eva01;eva02;eva03;eva04;eva05;eva06;lim01;lim02;lim03;lim04;lim05;lim06;dem_split;dem_const;dem_func;dem_id;dem_const_a;dem_func_a;dem_id_a;dem_cat;dis01;dis02;dis03;dis04;dis05;dis06;dis07;ep01;ep05;ep06;ext04_a;ext05;ext06;ext07;ext08;ext_index_a;ext_cat;fair_split;fair01;fair02;fair03;fair04;fair05;fair06;fair07;fair08;fair09;fair10;fair11;fair12;fair13;fair14;fair15;unfair01;unfair02;unfair03;unfair04;unfair05;unfair06;unfair07;unfair08;unfair09;unfair10;unfair11;unfair12;unfair13;unfair14;unfair15;clec;freq;frse;gov01;gov02;gov03;gov04;gov05;gov06;gov07;gov08;pe01;pi01;pi02;pint;pop01;pop03;pop05;pop06;pop07;pop08;pop09;pop_index_a;pop_dum;post_reu_soc;pre_reu_soc;pp01_a;pp05_a;pp06;pp07;pt01;pt02;pt04;pt05;pt06;pt07;pt08;pt_index_a;rile;soc01;soc02;soc03;soc04;soc05;soc06;soc07;soc08;soc09;soc10;soctr01;soctr02;soctr03;soctr_index;stat01;stat02;sex;year_birth;age;age_num;age_gen;educ01;educ02;educ03;casmin;famstat;g_born;g_cit;hh_inc;hh_inc_equ;hh_size;hh_kids;prof;religion;bbsr;bik;eastwest;iltis;t_typ;townsize;a_weight;d_weight;weight_trunc;frame;tel_con
35;2;1;-97;1;5;3;1;3;1;3;1;2;2;1;2;3;1;1;1;1;4;1;0;1;1;1;-97;-97;-97;3;5;5;5;5;5;5;3;3;2;2;5;1;1;3;1;11;2;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;2;2;3;3;2;2;1;1;1;3;0;1;1;1;2;5;5;4;5;4;2,28571E+14;0;-97;1;3;3;1;1;2;1;1;3;3;3;-98;4;2;2;3;1;3;1;1;1;3;3;5;3;2;3;2,66667E+14;3;1;1;1952;5;71;2;4;-97;8;8;5;1;0;3;2;1;-97;10;1;1;10;1;1;5;7;4,20853E+14;5,75841E+13;2,68125E+14;1;1
36;1;2;-97;2;1;1;1;2;1;2;1;1;2;1;2;1;4;4;1;2;4;2;1;-97;-97;-97;2;2;1;-97;2;3;3;2;2;4;2;3;3;2;3;4;4;4;5;7;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;2;2;2;2;1;2;2;1;4;1;-97;2;2;3;3;3;4;2;4;3;0;-97;1;1;3;1;1;2;2;2;3;-97;2;3;3,66667E+14;5;2;1;1;1;1;1;2;2;1;1;3;3;3;3;3;4;0;1975;3;48;3;4;-97;8;8;1;0;0;6;2;4;2;1;1;3;2;1;3;2;2;5,51991E+14;9,65553E+14;5,89673E+14;0;1
37;1;3;2;-97;1;1;3;3;2;3;3;3;3;3;3;3;3;3;1;3;4;3;0;2;2;2;-97;-97;-97;3;1;1;1;1;4;1;2;3;2;2;3;1;2;2;3;12;3;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;2;2;2;3;2;3;1;2;1;1;2;3;1;-97;3;3;3;1;3;3;3;3;3,28571E+14;0;-97;2;3;3;2;2;3;3;3;3;-97;3;3;3;0;3;2;1;3;1;3;3;3;1;3;3;2;3;2,66667E+14;4;3;1;1961;4;62;2;2;-97;5;3;5;0;0;2;2;1;-97;3;11;3;3;0;2;4;3;3,34084E+14;5,75841E+13;2,12844E+14;0;1
38;1;1;-97;3;1;1;1;2;4;3;4;2;4;1;2;1;5;1;4;2;4;2;1;-97;-97;-97;4;4;1;-97;2;2;4;1;4;2;6;3;3;2;5;5;5;5;5;3;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;1;3;3;3;2;1;1;2;2;4;0;2;2;1;4;3;5;4;3;4;2,57143E+14;0;-97;1;3;3;2;1;3;2;1;1;2;3;1;4,16667E+14;2;3;1;1;2;1;2;1;2;1;3;3;2;3;2,66667E+14;3;4;1;1954;5;69;2;4;-97;8;8;4;0;0;6;4;1;-97;10;2;1;8;1;2;5;6;3,11104E+14;5,75841E+13;1,98204E+14;0;1
39;1;2;-97;1;1;1;1;1;3;1;2;2;2;2;2;2;4;4;2;4;4;3;0;2;2;1;-97;-97;-97;3;2;2;4;2;2;2;4;3;2;2;5;5;5;5;3;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;2;1;3;2;3;3;2;2;2;2;3;0;3;1;5;5;3;5;5;5;5;1,28571E+14;0;-97;1;2;3;1;1;2;2;1;3;2;2;2;4;4;1;1;1;1;1;1;1;3;1;3;2;4;4;3,33333E+14;3;4;0;1961;4;62;2;4;-97;8;8;1;0;0;9;3;4;2;2;2;1;8;1;3;5;6;2,74922E+14;9,65553E+14;2,9369E+14;0;1
40;1;1;1;-97;1;1;1;2;1;1;1;1;1;1;1;1;2;3;1;3;2;3;1;-97;-97;-97;1;3;1;-97;1;1;1;1;4;1;3;3;3;2;5;3;4;3;4;6;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;2;2;1;2;1;1;1;1;2;3;0;1;3;1;1;3;4;3;3;3;3,42857E+14;0;-97;2;2;3;2;1;2;2;1;3;2;2;2;4;5;3;1;1;1;1;1;1;1;1;1;2;4;2;4;3;4;1;1950;5;73;2;2;-97;7;8;4;0;0;4;3;1;-97;10;11;1;8;0;2;5;6;3,0484E+14;5,75841E+13;1,94213E+14;0;1
41;1;1;-97;3;1;1;1;1;1;2;2;2;3;1;2;2;3;3;1;1;4;3;0;-98;2;1;-97;-97;-97;-96;2;2;2;1;2;1;1;4;2;2;2;1;5;5;3;10;2;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;2;1;1;3;1;3;2;2;1;1;1;3;0;1;3;1;5;2;4;5;1;3;3;0;-97;1;3;2;1;1;4;2;1;4;2;3;2;3,33333E+14;9;4;1;2;2;1;-98;1;4;2;1;2;4;3;3,66667E+14;-98;4;0;1972;4;51;3;3;-97;5;4;1;0;0;8;3;4;2;1;2;2;9;1;2;5;4;1,00931E+14;9,65553E+14;1,07822E+13;1;1
42;2;2;-97;2;3;1;1;1;1;3;3;3;3;3;2;3;4;3;1;1;3;1;1;-97;-97;-97;3;2;1;-97;1;1;-99;1;1;3;1;3;3;2;5;5;5;3;5;3;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;2;2;2;2;2;2;2;2;3;4;0;2;3;1;3;3;4;4;2;4;3;0;-97;1;1;3;1;1;3;3;1;3;2;3;3;3,33333E+14;3;1;1;1;1;1;1;1;3;1;1;2;3;3;3,33333E+14;3;4;0;1949;5;74;1;2;-97;6;3;1;0;0;2;1;2;0;10;11;2;5;1;2;2;3;2,23441E+14;9,65553E+14;2,38694E+14;0;1
43;2;3;-97;3;3;-98;3;3;-98;4;-98;3;3;4;2;3;5;-98;2;2;4;1;0;3;4;2;-97;-97;-97;1;4;4;3;3;3;3;3;4;3;3;4;4;4;5;2;6;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;3;1;2;-98;2;-98;3;2;3;2;2;-98;1;-97;3;5;4;4;4;3;3;2;2,42857E+14;0;-97;1;3;-98;3;1;4;4;4;4;-97;5;-98;18;-98;3;2;2;-98;4;4;-98;4;4;2;2;3;3;3,33333E+14;5;-98;0;1948;5;75;1;4;-97;8;8;6;0;0;1;1;1;-97;10;1;1;10;1;3;5;7;2,4934E+14;5,75841E+13;1,58854E+14;0;1
44;1;1;-97;1;1;1;1;1;1;1;1;1;1;3;1;1;5;1;1;1;5;1;1;-97;-97;-97;1;1;1;-97;3;5;1;1;4;5;5;3;2;3;5;5;5;5;5;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;2;1;2;3;1;1;2;2;3;3;0;1;3;1;5;3;5;5;1;3;2,71429E+14;0;-97;1;3;3;1;2;3;2;1;3;2;5;5;2,83333E+14;6;3;1;1;1;1;3;1;1;1;1;4;4;3;3;4;4;0;1986;2;37;4;4;-97;5;7;6;1;0;3;1;3;0;9;3;3;7;1;3;2;1;4,08442E+14;2,9872E+13;1,34989E+14;1;3
45;1;1;-97;1;1;1;1;2;2;3;2;2;2;2;2;2;5;4;2;3;4;4;1;-97;-97;-97;1;3;1;-97;2;3;2;1;2;3;4;2;3;2;5;5;5;5;4;3;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;1;3;3;4;2;2;2;3;4;3;0;-99;2;4;5;3;4;5;4;4;1,85714E+14;0;-97;1;3;3;1;1;2;2;1;3;-97;3;2;3,83333E+14;6;2;1;2;1;1;3;3;2;2;3;2;4;3;3,66667E+14;2;4;0;1958;4;65;2;4;-97;5;7;1;0;0;5;2;2;0;10;1;1;10;1;2;5;7;2,88801E+14;9,65553E+14;3,08516E+14;1;1
46;1;1;-97;1;1;1;1;1;1;1;3;1;1;2;2;1;5;1;1;1;3;2;0;2;3;1;-97;-97;-97;2;1;1;1;1;1;3;2;3;3;2;5;5;5;5;4;3;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;2;2;2;2;2;3;1;1;2;3;0;1;1;1;3;4;2;3;3;4;3,14286E+14;0;-97;1;1;3;1;1;3;3;1;3;3;3;3;3,33333E+14;5;2;2;1;1;1;1;1;2;1;1;3;3;2;3,33333E+14;3;4;1;1946;5;77;1;3;-97;5;4;6;0;0;4;3;1;-97;10;1;1;10;1;1;5;7;7,33141E+14;5,75841E+13;4,67083E+14;0;1
47;1;2;1;-97;2;3;1;4;1;3;1;1;4;2;1;1;1;2;1;1;3;3;1;-97;-97;-97;4;2;1;-97;3;1;1;1;3;3;1;4;5;3;1;3;3;3;2;11;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;3;3;2;1;1;1;-98;1;2;2;4;3;0;24;3;1;5;3;3;3;1;5;3;0;-97;2;3;2;2;3;3;1;-98;3;2;4;3;32;5;3;1;1;1;1;1;1;2;1;1;4;3;3;2,66667E+14;2;1;1;1938;5;85;1;4;-97;8;8;4;0;0;2;2;1;-97;10;11;1;10;0;3;5;7;2,92208E+14;5,75841E+13;1,86165E+14;0;1
48;1;2;-97;2;1;1;1;1;1;1;3;4;2;1;1;2;1;3;1;5;5;5;0;2;2;1;-97;-97;-97;3;1;1;1;1;1;1;1;3;2;3;5;5;5;5;5;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;1;4;3;1;1;2;1;3;0;2;2;1;5;2;5;3;2;3;3;0;-97;1;3;2;1;1;3;5;1;3;3;3;1;3,33333E+14;3;3;1;1;1;1;3;1;1;1;1;4;2;5;1,66667E+14;3;4;1;1961;4;62;2;4;-97;8;8;4;0;0;-99;-96;1;-97;1;11;1;10;1;3;5;7;4,00629E+14;5,75841E+13;2,5524E+14;1;1
49;1;3;-97;3;3;1;1;1;1;4;3;3;3;3;3;3;-98;3;1;1;5;1;1;-97;-97;-97;2;2;2;-97;1;1;1;1;2;1;2;3;1;2;5;4;5;4;1;4;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;3;1;2;3;1;3;1;-98;1;1;1;4;0;-99;3;1;2;1;4;2;1;2;4,14286E+14;1;-97;1;3;3;2;2;2;2;2;2;-97;2;1;4,16667E+14;6;1;1;1;1;1;1;1;3;1;1;1;1;5;2,33333E+14;2;2;1;1935;5;88;1;3;-97;5;4;4;0;0;4;3;1;-97;10;1;4;7;1;2;2;2;4,55083E+13;5,75841E+13;2,89933E+14;0;1
50;2;4;-97;3;1;1;1;1;1;1;2;4;3;2;3;3;3;5;1;3;5;2;0;2;3;2;-97;-97;-97;2;2;1;1;1;1;1;2;4;1;3;4;3;4;3;3;7;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;1;3;2;3;3;4;1;2;1;4;1;-97;3;1;3;2;1;3;2;3;3,85714E+14;0;-97;1;3;3;2;1;4;2;3;4;-97;5;3;25;6;3;1;1;1;2;4;2;3;1;1;1;4;3;4;4;3;1;1972;4;51;3;3;-97;5;4;1;0;0;6;2;4;1;3;1;4;9;1;3;3;2;1,00747E+14;1,24682E+13;1,38976E+14;0;1
51;1;2;-97;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;4;2;2;1;-97;-97;-97;4;2;1;-97;2;2;2;2;2;3;2;3;3;3;5;3;2;2;2;8;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;2;2;2;2;2;2;1;1;2;5;1;-97;3;1;2;3;5;2;3;1;3,57143E+14;0;-97;1;3;3;3;1;3;3;3;5;-97;3;3;2,66667E+14;5;2;2;1;2;1;1;4;1;4;1;3;3;3;3;2;3;0;1938;5;85;1;4;-97;5;7;4;0;0;3;2;1;-97;10;1;1;8;1;1;5;6;2,88801E+14;3,18632E+14;1,07544E+14;0;1
52;2;3;3;-97;1;1;1;1;1;1;3;3;2;1;2;3;1;3;1;3;3;1;0;2;2;1;-97;-97;-97;3;2;2;1;1;2;1;2;3;3;3;5;4;5;4;2;4;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;-96;1;1;1;2;2;2;2;1;1;2;3;4;1;-97;3;1;3;1;4;3;3;3;3,42857E+14;0;-97;2;2;3;2;2;3;3;3;3;-97;4;3;2,83333E+14;4;1;1;3;1;1;1;1;3;1;3;2;3;4;3;3;3;0;1973;4;50;3;3;-97;5;4;1;0;0;4;2;3;1;1;11;1;8;0;2;5;6;7,73317E+14;9,65553E+14;8,26109E+14;0;1
53;1;2;-97;2;1;1;1;1;1;1;2;4;4;3;3;3;5;1;3;3;5;2;1;-97;-97;-97;2;4;1;-97;3;4;2;1;2;2;2;4;3;4;5;3;5;5;3;5;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;1;4;2;4;1;2;3;2;3;4;0;1;1;1;4;3;3;3;2;3;3,28571E+14;0;-97;1;1;3;2;1;4;3;3;5;3;4;4;2,16667E+14;7;4;1;1;3;2;2;4;4;3;2;3;3;4;2,66667E+14;5;2;1;1949;5;74;1;4;-97;8;8;1;1;0;2;1;2;0;10;1;1;8;1;3;5;6;2,61236E+14;9,65553E+14;2,7907E+14;1;1
54;1;3;1;-97;1;1;1;2;1;1;4;4;2;-99;-99;2;4;-99;1;1;-99;1;0;2;3;1;-97;-97;-97;2;1;2;1;2;1;1;1;5;-98;4;5;1;-99;5;-99;-96;-96;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-99;1;2;3;1;-99;1;2;1;1;1;4;0;1;1;1;4;1;2;-99;1;4;3,83333E+14;0;-97;2;3;3;3;1;-99;2;1;3;2;-99;2;-96;-99;-99;1;1;1;1;-99;-99;-99;1;-99;4;2;4;2;3;-99;1;1953;5;70;2;2;-97;5;3;4;0;0;1;1;1;-97;10;11;4;6;0;2;1;5;2,40041E+14;7,13265E+14;1,89427E+14;0;2
55;1;3;-97;4;2;2;2;2;2;4;2;2;2;1;3;1;2;5;1;1;3;1;1;-97;-97;-97;2;2;2;-97;3;2;4;3;3;3;2;3;2;2;4;2;5;4;1;7;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;2;3;2;3;2;2;1;1;1;4;0;1;3;1;4;1;5;5;2;3;3;0;-97;2;3;3;1;1;3;2;1;3;2;3;3;35;6;1;2;1;2;1;1;1;2;1;1;3;3;4;2,66667E+14;4;5;0;1974;3;49;3;4;-97;8;8;1;0;0;9;4;2;0;1;11;2;9;1;2;1;4;5,79388E+14;2,9872E+13;1,91486E+14;1;3
56;1;2;1;-97;1;1;1;1;1;1;1;1;2;1;2;2;3;1;1;2;4;1;0;3;3;2;-97;-97;-97;1;2;1;2;1;2;2;1;3;4;4;2;2;4;4;3;10;2;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;2;2;2;1;1;1;1;3;4;1;-97;5;1;3;1;1;2;3;1;4,28571E+14;1;-97;2;1;2;1;1;4;4;3;5;-97;4;2;2,33333E+14;4;3;3;1;2;2;2;3;1;1;2;3;2;3;2,66667E+14;3;3;0;1984;2;39;4;4;-97;8;8;6;0;0;5;2;2;0;10;11;3;4;0;1;4;3;6,16034E+14;9,65553E+14;6,58088E+14;0;1
57;1;2;-97;1;3;2;1;3;1;2;4;2;3;3;1;3;3;1;3;1;4;1;1;-97;-97;-97;3;2;1;-97;3;2;2;3;2;2;3;3;3;2;3;2;4;3;4;9;2;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;2;2;2;2;1;2;1;2;2;3;0;1;3;1;4;2;3;4;4;3;3;0;-97;1;2;3;3;1;3;4;1;3;3;3;3;3,16667E+14;3;3;2;1;3;3;1;2;3;1;1;2;3;4;3;2;3;1;1931;5;92;1;2;-97;5;3;4;0;0;4;3;1;-97;10;1;2;5;1;1;4;4;4,50407E+14;5,75841E+13;2,86953E+14;0;1
58;1;2;-97;2;1;1;1;1;1;1;1;1;1;1;1;1;3;4;1;3;1;3;1;-97;-97;-97;1;1;1;-97;1;1;2;2;2;4;2;3;2;1;5;5;4;5;5;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;1;1;2;2;3;3;2;1;2;2;3;0;3;2;3;4;5;5;4;3;4;2;0;-97;1;2;3;1;1;1;1;1;2;2;1;1;4,83333E+14;3;1;1;1;1;1;1;1;1;1;1;2;4;2;4;2;5;1;1988;2;35;4;4;-97;8;8;6;0;0;9;2;5;0;1;1;1;10;1;2;5;6;8,27852E+14;6,17548E+14;5,65622E+14;0;1
59;1;2;-97;2;2;2;2;1;1;3;3;4;2;3;3;5;5;1;1;1;2;1;0;2;3;1;-97;-97;-97;2;5;1;1;3;4;2;4;5;3;3;5;1;5;5;5;7;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;1;2;4;2;2;1;3;1;1;1;5;0;1;3;2;2;1;3;3;1;1;4,14286E+14;1;-97;1;3;3;2;2;5;2;3;5;2;4;4;2,16667E+14;6;3;4;1;2;2;2;3;5;2;4;4;2;4;2;4;5;1;1964;4;59;2;3;-97;5;4;1;0;0;8;4;2;0;1;1;4;4;1;2;2;2;6,97909E+14;9,65553E+14;7,45553E+14;0;1
60;1;2;-97;3;1;1;1;2;1;3;3;2;3;1;3;3;5;3;3;3;5;1;0;1;-98;1;-97;-97;-97;-96;-98;5;6;1;1;-98;1;-98;-98;4;5;5;-98;5;-98;-96;-96;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;-98;3;3;3;1;-98;2;1;1;1;2;5;1;-97;2;-98;4;1;-98;-98;-98;2;-96;-96;-97;1;3;3;1;1;3;3;-98;-98;-97;3;3;-96;5;5;1;1;2;1;1;1;3;2;1;1;5;1;5;3;5;1;1962;4;61;2;3;-97;5;4;5;1;0;4;3;1;-97;2;1;1;10;1;3;5;7;6,97909E+14;5,75841E+13;4,44637E+14;0;1
61;1;3;-97;3;1;1;2;1;1;3;4;2;3;3;2;3;2;4;2;2;4;4;0;3;3;2;-97;-97;-97;1;3;3;2;4;4;3;4;3;2;3;3;1;2;4;1;12;3;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;2;2;3;3;2;3;1;3;2;3;1;-97;5;1;1;1;3;3;2;2;4,14286E+14;1;1;-97;3;3;2;2;4;3;3;3;-97;3;3;2,83333E+14;5;3;2;2;2;3;2;2;3;2;2;3;4;3;3,33333E+14;4;3;0;2001;1;22;5;2;-97;5;3;6;0;0;3;2;1;-97;1;1;2;7;1;2;2;3;5,50239E+14;2,9872E+13;4,29397E+14;1;3
62;2;3;-97;1;1;1;1;1;1;2;4;4;3;3;3;3;4;2;1;3;1;3;1;-97;-97;-97;4;4;1;-97;2;2;1;1;1;2;1;4;3;4;5;5;5;3;3;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;2;2;1;2;3;2;2;2;2;2;4;0;2;3;1;4;1;1;3;3;1;4;1;-97;1;3;3;2;3;4;4;1;4;1;4;1;3;5;3;1;1;4;1;1;3;3;3;1;3;5;4;3,33333E+14;5;5;1;1951;5;72;2;3;-97;5;4;5;0;0;2;2;1;-97;10;2;1;10;1;0;5;7;7,26353E+14;7,13265E+14;5,73194E+14;0;2
63;2;2;-97;2;2;2;1;4;2;5;1;4;4;-98;2;1;-98;3;2;1;5;1;1;-97;-97;-97;2;4;2;-97;3;4;-98;2;2;2;6;3;2;2;5;5;5;4;5;3;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;1;1;5;-98;4;5;-98;1;2;5;4;1;-97;5;2;3;2;4;5;3;4;2,71429E+14;0;-97;3;3;3;1;1;2;2;2;3;-97;4;4;3,16667E+14;5;1;1;1;1;1;4;1;2;1;1;3;2;4;2,33333E+14;3;5;0;1955;5;68;2;3;-97;8;8;1;1;0;7;2;3;0;2;2;4;5;1;1;1;1;3,71904E+14;1,24682E+13;5,13026E+12;0;1
64;1;4;-97;4;1;1;1;1;1;1;3;5;3;1;3;3;1;-98;1;1;1;1;0;4;3;1;-97;-97;-97;1;1;1;3;1;1;2;5;5;2;3;5;1;5;-98;1;7;1;0;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-98;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;2;3;3;1;3;1;2;1;2;1;1;-98;-97;5;1;3;1;1;-98;1;1;4,66667E+14;1;-97;1;3;3;3;3;3;3;-98;5;-97;5;3;22;5;1;1;1;1;1;1;1;5;1;1;5;1;5;1;3;3;1;1961;4;62;2;4;-97;7;8;1;1;0;5;2;3;0;10;1;1;8;1;2;5;6;6,45414E+14;1,0699E+14;7,63984E+14;0;2
65;2;2;-97;2;1;1;1;1;1;1;1;4;3;3;1;3;3;3;1;1;5;3;0;3;3;1;-97;-97;-97;1;1;5;5;5;5;1;1;4;3;2;5;3;5;3;5;5;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;3;2;3;1;3;1;1;2;2;1;-97;1;1;1;1;1;2;2;4;4,28571E+14;1;-97;1;3;3;2;2;4;3;2;5;-97;3;5;2,33333E+14;6;3;1;1;3;1;2;1;3;1;2;3;3;3;3;3;5;0;1979;3;44;3;4;-97;8;8;1;0;0;10;5;3;1;1;11;3;5;1;1;4;5;5,9629E+14;4,10256E+14;2,70655E+14;1;1
66;2;1;-97;1;1;1;1;1;1;1;1;3;4;1;4;1;5;1;1;5;5;5;1;-97;-97;-97;3;5;1;-97;5;5;5;5;5;5;5;4;3;2;5;4;5;3;4;4;1;1;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;1;4;2;2;1;1;1;1;1;5;0;4;2;1;4;5;2;4;4;5;2,42857E+14;0;-97;1;3;3;1;3;5;3;3;4;3;5;5;1,83333E+14;8;5;1;1;5;5;5;2;5;1;5;3;4;4;3;5;2;0;1965;4;58;3;4;-97;8;8;1;0;0;10;6;2;0;1;2;3;8;1;3;2;4;2,74922E+14;5,75841E+13;1,75152E+14;1;1
67;1;1;1;-97;2;1;1;3;1;1;1;3;5;3;3;1;5;1;1;4;5;5;0;2;3;1;-97;-97;-97;2;1;5;2;2;2;1;6;3;3;2;5;5;5;5;5;3;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;2;3;1;3;2;3;2;1;1;3;4;5;1;-97;2;1;3;2;2;3;1;5;3,57143E+14;0;-97;2;3;2;1;1;3;3;3;4;-97;3;5;25;5;3;1;1;1;1;2;3;4;1;3;2;3;5;2,66667E+14;4;4;0;1952;5;71;2;4;-97;9;9;1;0;0;8;4;2;0;3;2;4;5;0;2;4;5;1,9322E+14;5,75841E+13;1,231E+13;0;1
68;2;2;1;-97;1;2;1;3;2;2;1;2;1;2;2;2;5;1;1;2;4;4;1;-97;-97;-97;3;3;1;-97;2;1;1;1;2;1;1;3;3;4;5;3;5;5;5;5;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;-97;3;2;2;1;2;3;2;2;1;2;1;3;1;-97;3;2;3;2;5;3;3;4;2,85714E+14;0;-97;2;3;3;3;2;3;3;4;3;-97;3;3;2,83333E+14;3;1;1;1;1;1;1;4;1;1;1;3;4;4;3;5;1;1;1953;5;70;2;-96;-97;8;8;1;0;0;3;2;2;0;10;11;1;8;0;2;5;6;3,94011E+14;5,75841E+13;2,51023E+14;1;1
